region	tags	indicator	Программы бакалавриата / Принято / 3	Программы бакалавриата / из них женщины / 4	Программы бакалавриата / Числен-ность студентов / 5	Программы бакалавриата / из них женщины / 6	Программы бакалавриата / Выпуск / 7	Программы бакалавриата / из них женщины / 8	Программы специалитета / Принято / 9	Программы специалитета / из них женщины / 10	Программы специалитета / Числен-ность студентов / 11	Программы специалитета / из них женщины / 12	Программы специалитета / Выпуск / 13	Программы специалитета / из них женщины / 14	Программы магистратуры / Принято / 15	Программы магистратуры / из них женщины / 16	Программы магистратуры / Числен-ность студентов / 17	Программы магистратуры / из них женщины / 18	Программы магистратуры / Выпуск / 19	Программы магистратуры / из них женщины / 20
Краснодарский край	заочная; Частные	35-39 лет / 19	36.0	17.0	121.0	67.0	59.0	34.0	7.0	4.0	14.0	5.0	4.0	2.0	37.0	26.0	44.0	29.0	22.0	15.0
Краснодарский край	заочная; Частные	40 лет и старше / 20	32.0	20.0	110.0	61.0	50.0	32.0	3.0	3.0	6.0	3.0	1.0	0.0	50.0	30.0	70.0	40.0	36.0	28.0
Краснодарский край	заочная; Частные	Всего / 01	662.0	332.0	2411.0	1493.0	808.0	544.0	214.0	130.0	679.0	420.0	111.0	63.0	286.0	154.0	390.0	223.0	151.0	95.0
Краснодарский край	заочная; Частные	в возрасте (число полных лет  на 1 января): в возрасте моложе 15 лет / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	очная; Частные	15 лет / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	очная; Частные	16 лет / 04	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	очная; Частные	17 лет / 05	50.0	27.0	82.0	48.0	0.0	0.0	35.0	26.0	24.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	очная; Частные	18 лет / 06	375.0	159.0	493.0	232.0	0.0	0.0	226.0	129.0	187.0	116.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	очная; Частные	19 лет / 07	144.0	67.0	400.0	191.0	0.0	0.0	60.0	24.0	210.0	123.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	очная; Частные	20 лет / 08	58.0	29.0	330.0	211.0	2.0	2.0	27.0	14.0	183.0	85.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0
Краснодарский край	очная; Частные	21 лет / 09	33.0	7.0	283.0	135.0	57.0	32.0	7.0	5.0	136.0	77.0	0.0	0.0	33.0	20.0	34.0	21.0	0.0	0.0
Краснодарский край	очная; Частные	22 лет / 10	25.0	6.0	189.0	81.0	117.0	58.0	6.0	2.0	89.0	41.0	15.0	9.0	77.0	35.0	87.0	41.0	0.0	0.0
Краснодарский край	очная; Частные	23 лет / 11	15.0	3.0	97.0	43.0	102.0	65.0	1.0	1.0	42.0	13.0	79.0	48.0	36.0	12.0	59.0	20.0	1.0	0.0
Краснодарский край	очная; Частные	24 лет / 12	9.0	0.0	58.0	21.0	34.0	15.0	3.0	1.0	16.0	9.0	14.0	11.0	8.0	4.0	26.0	10.0	1.0	0.0
Краснодарский край	очная; Частные	25 лет / 13	5.0	1.0	34.0	12.0	19.0	5.0	1.0	1.0	9.0	3.0	5.0	2.0	14.0	3.0	14.0	3.0	4.0	2.0
Краснодарский край	очная; Частные	26 лет / 14	4.0	1.0	12.0	4.0	6.0	5.0	1.0	1.0	1.0	1.0	0.0	0.0	7.0	0.0	8.0	0.0	3.0	2.0
Краснодарский край	очная; Частные	27 лет / 15	4.0	0.0	14.0	3.0	2.0	1.0	0.0	0.0	4.0	0.0	0.0	0.0	6.0	0.0	6.0	0.0	0.0	0.0
Краснодарский край	очная; Частные	28 лет / 16	1.0	0.0	5.0	1.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0
Краснодарский край	очная; Частные	29 лет / 17	3.0	0.0	4.0	0.0	3.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	1.0	4.0	1.0	1.0	0.0
Краснодарский край	очная; Частные	30-34 года / 18	8.0	0.0	16.0	5.0	4.0	0.0	1.0	0.0	6.0	1.0	0.0	0.0	13.0	4.0	14.0	5.0	0.0	0.0
Краснодарский край	очная; Частные	35-39 лет / 19	4.0	1.0	6.0	2.0	2.0	1.0	3.0	3.0	6.0	5.0	0.0	0.0	4.0	0.0	4.0	1.0	0.0	0.0
Краснодарский край	очная; Частные	40 лет и старше / 20	3.0	1.0	12.0	8.0	0.0	0.0	2.0	1.0	6.0	3.0	0.0	0.0	3.0	1.0	3.0	1.0	0.0	0.0
Краснодарский край	очная; Частные	Всего / 01	742.0	303.0	2036.0	998.0	350.0	187.0	374.0	209.0	921.0	493.0	113.0	70.0	209.0	81.0	264.0	104.0	10.0	4.0
Краснодарский край	очная; Частные	в возрасте (число полных лет  на 1 января): в возрасте моложе 15 лет / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	очно-заочная; Частные	15 лет / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	очно-заочная; Частные	16 лет / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	очно-заочная; Частные	17 лет / 05	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	очно-заочная; Частные	18 лет / 06	29.0	20.0	31.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	очно-заочная; Частные	19 лет / 07	73.0	54.0	132.0	94.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	очно-заочная; Частные	20 лет / 08	120.0	86.0	221.0	154.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	5.0	3.0	0.0	0.0
Краснодарский край	очно-заочная; Частные	21 лет / 09	112.0	63.0	322.0	190.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	очно-заочная; Частные	22 лет / 10	73.0	36.0	300.0	169.0	23.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	очно-заочная; Частные	23 лет / 11	56.0	16.0	337.0	160.0	72.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	очно-заочная; Частные	24 лет / 12	42.0	17.0	219.0	91.0	79.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
Краснодарский край	очно-заочная; Частные	25 лет / 13	39.0	15.0	202.0	72.0	58.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	2.0	0.0	0.0
Краснодарский край	очно-заочная; Частные	26 лет / 14	18.0	1.0	125.0	34.0	47.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	3.0	1.0	0.0	0.0
Краснодарский край	очно-заочная; Частные	27 лет / 15	17.0	3.0	88.0	17.0	43.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
Краснодарский край	очно-заочная; Частные	28 лет / 16	22.0	14.0	82.0	31.0	30.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0
Краснодарский край	очно-заочная; Частные	29 лет / 17	11.0	6.0	66.0	15.0	19.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	3.0	2.0	0.0	0.0
Краснодарский край	очно-заочная; Частные	30-34 года / 18	48.0	27.0	186.0	78.0	56.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	5.0	4.0	0.0	0.0
Краснодарский край	очно-заочная; Частные	35-39 лет / 19	32.0	28.0	118.0	64.0	40.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	7.0	6.0	0.0	0.0
Краснодарский край	очно-заочная; Частные	40 лет и старше / 20	32.0	18.0	109.0	58.0	33.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	4.0	9.0	8.0	0.0	0.0
Краснодарский край	очно-заочная; Частные	Всего / 01	726.0	406.0	2538.0	1251.0	500.0	205.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	13.0	37.0	29.0	0.0	0.0
Краснодарский край	очно-заочная; Частные	в возрасте (число полных лет  на 1 января): в возрасте моложе 15 лет / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Красноярский край	Государственные, Муниципальные; заочная	15 лет / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Красноярский край	Государственные, Муниципальные; заочная	16 лет / 04	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Красноярский край	Государственные, Муниципальные; заочная	17 лет / 05	32.0	22.0	16.0	2.0	0.0	0.0	4.0	3.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Красноярский край	Государственные, Муниципальные; заочная	18 лет / 06	74.0	52.0	81.0	48.0	0.0	0.0	13.0	9.0	13.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Красноярский край	Государственные, Муниципальные; заочная	19 лет / 07	226.0	140.0	321.0	189.0	0.0	0.0	36.0	22.0	44.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Красноярский край	Государственные, Муниципальные; заочная	20 лет / 08	492.0	269.0	847.0	471.0	0.0	0.0	57.0	32.0	84.0	53.0	0.0	0.0	7.0	7.0	1.0	0.0	0.0	0.0
Красноярский край	Государственные, Муниципальные; заочная	21 лет / 09	437.0	217.0	1205.0	676.0	4.0	3.0	77.0	30.0	183.0	98.0	0.0	0.0	68.0	52.0	33.0	26.0	0.0	0.0
Красноярский край	Государственные, Муниципальные; заочная	22 лет / 10	243.0	98.0	1449.0	835.0	73.0	64.0	31.0	10.0	154.0	64.0	0.0	0.0	131.0	105.0	181.0	146.0	1.0	1.0
Красноярский край	Государственные, Муниципальные; заочная	23 лет / 11	161.0	59.0	1348.0	727.0	174.0	153.0	26.0	5.0	161.0	57.0	3.0	2.0	81.0	61.0	254.0	186.0	9.0	7.0
Красноярский край	Государственные, Муниципальные; заочная	24 лет / 12	132.0	58.0	1172.0	610.0	276.0	201.0	23.0	6.0	172.0	55.0	1.0	1.0	44.0	24.0	274.0	195.0	27.0	26.0
Красноярский край	Государственные, Муниципальные; заочная	25 лет / 13	91.0	26.0	917.0	452.0	323.0	219.0	16.0	3.0	161.0	57.0	11.0	7.0	58.0	34.0	209.0	123.0	85.0	74.0
Красноярский край	Государственные, Муниципальные; заочная	26 лет / 14	72.0	23.0	632.0	253.0	270.0	166.0	12.0	7.0	151.0	46.0	17.0	13.0	48.0	29.0	159.0	103.0	73.0	60.0
Красноярский край	Государственные, Муниципальные; заочная	27 лет / 15	70.0	15.0	452.0	165.0	192.0	94.0	10.0	1.0	89.0	23.0	19.0	6.0	49.0	27.0	144.0	83.0	31.0	22.0
Красноярский край	Государственные, Муниципальные; заочная	28 лет / 16	69.0	19.0	445.0	191.0	138.0	71.0	9.0	1.0	89.0	22.0	11.0	5.0	38.0	23.0	106.0	57.0	23.0	13.0
Красноярский край	Государственные, Муниципальные; заочная	29 лет / 17	64.0	27.0	393.0	119.0	100.0	40.0	3.0	1.0	75.0	19.0	17.0	2.0	28.0	17.0	88.0	46.0	32.0	17.0
Красноярский край	Государственные, Муниципальные; заочная	30-34 года / 18	321.0	125.0	1573.0	634.0	384.0	172.0	62.0	13.0	265.0	67.0	23.0	7.0	144.0	85.0	267.0	172.0	77.0	50.0
Красноярский край	Государственные, Муниципальные; заочная	35-39 лет / 19	229.0	80.0	1158.0	431.0	299.0	133.0	39.0	10.0	257.0	52.0	25.0	4.0	106.0	61.0	247.0	130.0	56.0	35.0
Красноярский край	Государственные, Муниципальные; заочная	40 лет и старше / 20	184.0	82.0	900.0	304.0	258.0	125.0	20.0	9.0	208.0	82.0	23.0	6.0	142.0	92.0	354.0	236.0	113.0	79.0
Красноярский край	Государственные, Муниципальные; заочная	Всего / 01	2898.0	1312.0	12909.0	6107.0	2491.0	1441.0	439.0	163.0	2107.0	736.0	150.0	53.0	944.0	617.0	2317.0	1503.0	527.0	384.0
Красноярский край	Государственные, Муниципальные; заочная	в возрасте (число полных лет  на 1 января): в возрасте моложе 15 лет / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Красноярский край	Государственные, Муниципальные; очная	15 лет / 03	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Красноярский край	Государственные, Муниципальные; очная	16 лет / 04	216.0	118.0	4.0	0.0	0.0	0.0	62.0	29.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Красноярский край	Государственные, Муниципальные; очная	17 лет / 05	2979.0	1495.0	550.0	304.0	0.0	0.0	699.0	330.0	173.0	87.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Красноярский край	Государственные, Муниципальные; очная	18 лет / 06	2737.0	1364.0	5638.0	2753.0	0.0	0.0	1105.0	573.0	1637.0	878.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Красноярский край	Государственные, Муниципальные; очная	19 лет / 07	793.0	370.0	5853.0	3012.0	1.0	1.0	307.0	147.0	1962.0	985.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Красноярский край	Государственные, Муниципальные; очная	20 лет / 08	706.0	271.0	5547.0	2942.0	157.0	92.0	237.0	102.0	2054.0	1016.0	0.0	0.0	69.0	34.0	2.0	0.0	0.0	0.0
Красноярский край	Государственные, Муниципальные; очная	21 лет / 09	388.0	163.0	5547.0	2571.0	1637.0	969.0	122.0	54.0	2103.0	1040.0	42.0	24.0	687.0	295.0	159.0	63.0	0.0	0.0
Красноярский край	Государственные, Муниципальные; очная	22 лет / 10	173.0	76.0	2055.0	1031.0	1700.0	965.0	62.0	30.0	1735.0	878.0	411.0	162.0	693.0	274.0	1397.0	510.0	66.0	32.0
Красноярский край	Государственные, Муниципальные; очная	23 лет / 11	36.0	13.0	1033.0	396.0	673.0	416.0	24.0	11.0	1209.0	568.0	336.0	207.0	244.0	120.0	1107.0	515.0	217.0	143.0
Красноярский край	Государственные, Муниципальные; очная	24 лет / 12	34.0	11.0	503.0	221.0	307.0	152.0	16.0	8.0	426.0	208.0	554.0	323.0	132.0	58.0	580.0	223.0	434.0	206.0
Красноярский край	Государственные, Муниципальные; очная	25 лет / 13	29.0	5.0	244.0	99.0	157.0	77.0	14.0	6.0	204.0	99.0	127.0	70.0	80.0	32.0	321.0	133.0	79.0	43.0
Красноярский край	Государственные, Муниципальные; очная	26 лет / 14	22.0	10.0	153.0	56.0	66.0	30.0	11.0	6.0	138.0	67.0	64.0	32.0	60.0	27.0	199.0	84.0	81.0	35.0
Красноярский край	Государственные, Муниципальные; очная	27 лет / 15	10.0	2.0	59.0	19.0	33.0	14.0	7.0	4.0	82.0	39.0	44.0	18.0	45.0	20.0	125.0	63.0	46.0	36.0
Красноярский край	Государственные, Муниципальные; очная	28 лет / 16	8.0	3.0	39.0	20.0	15.0	8.0	4.0	1.0	42.0	18.0	26.0	17.0	39.0	23.0	106.0	48.0	37.0	19.0
Красноярский край	Государственные, Муниципальные; очная	29 лет / 17	13.0	2.0	21.0	10.0	3.0	3.0	8.0	3.0	31.0	16.0	16.0	8.0	37.0	14.0	76.0	33.0	33.0	12.0
Красноярский край	Государственные, Муниципальные; очная	30-34 года / 18	68.0	22.0	90.0	33.0	10.0	4.0	40.0	17.0	86.0	55.0	12.0	2.0	172.0	69.0	359.0	150.0	171.0	31.0
Красноярский край	Государственные, Муниципальные; очная	35-39 лет / 19	45.0	17.0	58.0	21.0	2.0	0.0	22.0	12.0	50.0	27.0	7.0	6.0	188.0	102.0	351.0	169.0	135.0	66.0
Красноярский край	Государственные, Муниципальные; очная	40 лет и старше / 20	29.0	7.0	56.0	22.0	4.0	2.0	11.0	4.0	29.0	14.0	1.0	1.0	207.0	109.0	465.0	266.0	248.0	75.0
Красноярский край	Государственные, Муниципальные; очная	Всего / 01	8287.0	3949.0	27450.0	13510.0	4765.0	2733.0	2751.0	1337.0	11962.0	5996.0	1640.0	870.0	2653.0	1177.0	5247.0	2257.0	1547.0	698.0
Красноярский край	Государственные, Муниципальные; очная	в возрасте (число полных лет  на 1 января): в возрасте моложе 15 лет / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Красноярский край	Государственные, Муниципальные; очно-заочная	15 лет / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Красноярский край	Государственные, Муниципальные; очно-заочная	16 лет / 04	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Красноярский край	Государственные, Муниципальные; очно-заочная	17 лет / 05	38.0	32.0	7.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Красноярский край	Государственные, Муниципальные; очно-заочная	18 лет / 06	79.0	63.0	97.0	82.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Красноярский край	Государственные, Муниципальные; очно-заочная	19 лет / 07	75.0	40.0	121.0	87.0	0.0	0.0	3.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Красноярский край	Государственные, Муниципальные; очно-заочная	20 лет / 08	95.0	42.0	210.0	124.0	0.0	0.0	3.0	0.0	6.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Красноярский край	Государственные, Муниципальные; очно-заочная	21 лет / 09	71.0	34.0	320.0	211.0	2.0	2.0	5.0	2.0	12.0	4.0	0.0	0.0	8.0	7.0	28.0	18.0	0.0	0.0
Красноярский край	Государственные, Муниципальные; очно-заочная	22 лет / 10	36.0	13.0	193.0	109.0	18.0	15.0	1.0	0.0	10.0	6.0	0.0	0.0	29.0	18.0	50.0	35.0	0.0	0.0
Красноярский край	Государственные, Муниципальные; очно-заочная	23 лет / 11	27.0	15.0	132.0	62.0	32.0	27.0	1.0	1.0	5.0	3.0	0.0	0.0	12.0	10.0	45.0	26.0	1.0	1.0
Красноярский край	Государственные, Муниципальные; очно-заочная	24 лет / 12	16.0	4.0	165.0	97.0	21.0	14.0	0.0	0.0	3.0	3.0	0.0	0.0	12.0	8.0	32.0	20.0	16.0	13.0
Красноярский край	Государственные, Муниципальные; очно-заочная	25 лет / 13	16.0	2.0	130.0	64.0	19.0	11.0	0.0	0.0	1.0	1.0	0.0	0.0	9.0	3.0	33.0	17.0	19.0	12.0
Красноярский край	Государственные, Муниципальные; очно-заочная	26 лет / 14	16.0	6.0	94.0	55.0	9.0	4.0	1.0	0.0	1.0	0.0	0.0	0.0	6.0	3.0	22.0	11.0	6.0	4.0
